client_id,age,region,income,transaction_amount,channel,department,signup_date,is_active,score,legacy_flag,comment
25,28,EKB,45409.84,3676.9,mobile,support,2025-03-06,false,0.8316,0,
26,37,NSK,90329.15,694.67,mobile,risk,2025-03-28,true,0.3987,1,документы на проверке
27,18,KZN,28709.7,5851.42,partner,support,2024-08-18,true,0.5749,1,заявка принята
28,71,NSK,42793.31,6429.96,web,ops,2025-02-13,true,0.6581,1,заявка принята
29,39,KZN,55898.7,1737.22,partner,risk,2025-09-19,false,0.3855,1,документы на проверке
30,31,KZN,230642.87,1124.77,mobile,ops,2024-10-08,false,0.5453,0,повторное обращение
31,36,NSK,28192.44,6019.38,mobile,ops,2025-07-09,true,0.6665,1,повторное обращение
32,43,EKB,67787.54,10575.8,mobile,ops,2025-07-05,true,0.3549,1,клиент не отвечает
33,40,MSK,77494.19,1875.99,mobile,support,2025-02-07,true,0.699,0,заявка принята
34,33,SPB,52494.16,1643.74,web,ops,2025-03-07,true,0.434,1,клиент не отвечает
35,52,ROV,107871.97,10377.92,mobile,support,2024-01-21,true,0.5372,0,повторное обращение
36,32,ROV,42989.0,17130.88,mobile,support,2024-04-20,false,0.5247,1,документы на проверке
37,24,SPB,67611.12,5201.94,mobile,sales,2025-06-29,false,0.1029,1,заявка принята
38,27,KZN,118060.78,7361.37,mobile,risk,2025-04-21,false,0.5038,1,перевод в другой отдел
39,51,MSK,39718.04,5675.03,web,sales,2024-11-28,true,0.2377,1,перевод в другой отдел
40,41,KZN,86604.94,13977.29,web,ops,2024-01-18,true,0.3532,1,клиент не отвечает
41,34,NSK,62703.26,7364.07,web,ops,2024-11-09,true,0.3663,1,
42,40,NSK,42419.25,4110.34,web,risk,2024-07-17,false,0.595,0,повторное обращение
43,31,MSK,34898.19,6545.92,mobile,sales,2025-04-25,false,0.7773,1,повторное обращение
44,46,KZN,28751.45,6229.97,offline,support,2025-07-30,true,0.4805,0,повторное обращение
45,53,NSK,36576.43,3936.83,mobile,ops,2025-08-05,true,0.7173,1,повторное обращение
46,31,MSK,63125.08,2968.5,web,ops,2024-02-03,false,0.4099,1,
47,40,MSK,110085.09,7479.65,web,sales,2025-10-25,false,0.4566,0,повторное обращение
48,44,SPB,65084.84,848.96,mobile,ops,2025-05-27,false,0.557,1,заявка принята
49,18,EKB,174881.4,5024.61,mobile,risk,2024-06-28,false,0.2918,0,перевод в другой отдел
50,44,NSK,34971.03,2222.69,mobile,support,2025-02-25,false,0.727,1,
51,58,NSK,47329.87,13134.83,web,sales,2025-02-27,false,0.3986,1,документы на проверке
52,38,EKB,107336.03,3356.11,mobile,sales,2025-10-07,true,0.258,0,
53,46,NSK,57672.17,11033.91,partner,risk,2025-03-01,false,0.701,1,повторное обращение
54,31,MSK,76470.39,9291.32,mobile,risk,2024-10-16,false,0.537,0,повторное обращение
55,24,SPB,12474.57,2487.52,mobile,ops,2024-11-21,false,0.5783,0,клиент не отвечает
56,59,NSK,108830.34,1889.38,partner,ops,2024-12-02,false,0.4868,0,перевод в другой отдел
57,20,SPB,68299.86,6343.15,offline,support,2025-03-20,true,0.241,0,клиент не отвечает
58,43,MSK,33074.28,3921.14,web,ops,2024-06-23,false,0.6414,0,документы на проверке
59,32,NSK,74524.32,42831.83,mobile,ops,2025-11-24,true,0.3171,1,клиент не отвечает
60,71,MSK,80865.52,3449.59,offline,risk,2024-01-23,false,0.33,1,перевод в другой отдел
61,61,EKB,81407.03,7559.63,partner,support,2025-11-25,true,0.5283,1,
62,51,MSK,31882.17,2960.55,partner,support,2025-07-06,false,0.655,0,документы на проверке
63,28,MSK,15431.49,9753.0,partner,sales,2024-08-19,false,0.5084,0,документы на проверке
64,23,MSK,53181.19,7858.37,web,risk,2025-11-22,true,0.7478,0,документы на проверке
65,49,ROV,99035.01,3841.79,web,sales,2025-05-19,true,0.3563,1,документы на проверке
66,46,EKB,115677.45,6589.7,mobile,ops,2025-05-16,false,0.659,0,заявка принята
67,34,SPB,18815.04,5494.89,offline,risk,2024-05-05,false,0.3928,0,заявка принята
68,29,NSK,82885.39,1367.77,web,sales,2025-08-23,true,0.2899,0,перевод в другой отдел
69,41,NSK,71054.65,2023.53,web,support,2024-01-17,true,0.1964,1,повторное обращение
70,37,EKB,97725.42,1508.11,mobile,sales,2025-04-14,true,0.2903,1,заявка принята
71,61,SPB,83068.63,9979.99,web,support,2024-05-09,false,0.5069,0,клиент не отвечает
72,52,SPB,142468.84,16685.4,partner,support,2025-04-07,false,0.5025,1,перевод в другой отдел
73,43,EKB,48251.34,4277.57,web,sales,2025-03-18,false,0.3495,0,повторное обращение
74,23,NSK,36268.6,11033.61,web,sales,2025-09-06,true,0.427,1,документы на проверке
75,31,SPB,44813.37,2137.46,offline,support,2025-07-28,true,0.5051,1,документы на проверке
76,58,MSK,77003.94,14335.14,mobile,ops,2024-05-25,true,0.3641,0,заявка принята
77,37,SPB,40120.11,10707.0,web,sales,2024-06-08,true,0.3847,0,
78,49,SPB,54511.18,4563.64,mobile,sales,2025-11-25,false,0.6055,1,документы на проверке
79,36,SPB,44932.11,2698.92,web,sales,2025-03-16,false,0.4624,1,документы на проверке
80,33,KZN,69726.01,7286.38,offline,sales,2024-01-22,true,0.3069,1,документы на проверке
81,20,SPB,32889.79,3834.19,web,risk,2024-08-14,true,0.5783,1,заявка принята
82,32,SPB,37275.07,2910.12,web,support,2025-09-08,true,0.5042,0,повторное обращение
83,54,SPB,74144.59,19315.86,mobile,risk,2024-06-03,false,0.4337,1,клиент не отвечает
84,23,NSK,30376.75,1627.36,partner,risk,2025-10-22,true,0.274,0,документы на проверке
85,28,NSK,135825.83,1505.34,web,support,2025-04-06,false,0.4112,0,
86,52,MSK,69429.64,11342.81,mobile,risk,2025-10-08,true,0.6411,0,перевод в другой отдел
87,52,MSK,251173.19,9590.03,offline,support,2024-11-13,false,0.6617,1,повторное обращение
88,18,SPB,140523.06,12602.96,web,sales,2025-06-04,false,0.2713,1,перевод в другой отдел
89,41,ROV,45616.47,1708.67,web,support,2024-06-06,true,0.6232,1,
90,26,EKB,55997.57,8258.27,offline,support,2025-04-25,true,0.5807,1,перевод в другой отдел
91,31,SPB,96753.28,3892.39,web,support,2024-09-13,false,0.2993,0,перевод в другой отдел
92,32,KZN,27493.48,1881.12,offline,support,2024-12-23,false,0.4819,1,заявка принята
93,28,SPB,42327.79,3412.8,mobile,sales,2025-04-28,true,0.6155,1,
94,21,ROV,,2810.59,web,ops,2024-10-22,true,0.558,0,заявка принята
95,39,NSK,106659.83,5087.0,mobile,support,2024-10-25,false,0.7663,0,повторное обращение
96,31,EKB,71469.94,4494.81,web,ops,2025-10-12,false,0.4602,0,перевод в другой отдел
97,37,MSK,69587.74,7058.34,mobile,support,2024-12-26,true,0.3408,0,
98,19,NSK,56875.66,30976.83,partner,ops,2024-02-07,true,0.5712,1,перевод в другой отдел
99,24,KZN,35965.45,10753.94,web,support,2025-05-24,false,0.7554,1,заявка принята
100,37,NSK,63415.56,2279.47,web,ops,2025-03-30,true,0.4378,0,
101,45,ROV,21903.65,1731.7,partner,support,2024-05-26,false,0.3877,0,заявка принята
102,44,NSK,34877.19,3234.16,web,sales,2025-06-26,false,0.6041,0,
103,32,MSK,71400.12,6352.01,web,risk,2024-07-23,true,0.9602,1,клиент не отвечает
104,46,ROV,98287.51,4898.54,web,risk,2025-10-15,false,0.7616,0,документы на проверке
105,43,KZN,59395.67,5357.48,web,support,2024-03-08,false,1.0254,0,документы на проверке
106,27,NSK,50537.99,4035.33,mobile,support,2024-05-12,true,0.6082,0,заявка принята
107,27,MSK,61245.21,2166.45,web,risk,2025-10-02,true,0.4926,0,документы на проверке
108,27,NSK,177999.85,7374.82,mobile,support,2025-09-24,false,0.3234,1,
109,21,SPB,93329.92,3623.69,mobile,support,2025-03-01,true,0.4371,1,перевод в другой отдел
110,29,EKB,36201.13,5035.49,mobile,ops,2024-09-30,true,0.4132,0,заявка принята
111,65,KZN,75668.7,3051.44,offline,ops,2024-04-02,false,0.6457,0,повторное обращение
112,40,MSK,154595.22,4076.0,partner,sales,2024-05-17,false,0.6739,1,клиент не отвечает
113,29,NSK,62898.4,4558.69,offline,risk,2024-05-11,false,0.6459,0,перевод в другой отдел
114,41,ROV,35388.1,4447.56,mobile,support,2025-04-30,true,0.3527,1,документы на проверке
115,43,ROV,47125.72,14148.02,partner,ops,2025-05-01,false,0.4485,1,перевод в другой отдел
116,22,NSK,111252.51,1291.49,mobile,support,2025-08-20,false,0.0634,0,повторное обращение
117,41,NSK,37253.0,3677.98,partner,support,2025-05-28,false,0.3893,1,
118,35,SPB,55597.4,5409.59,offline,risk,2024-07-15,false,0.2313,1,документы на проверке
119,29,ROV,105598.13,4319.9,mobile,risk,2024-05-04,false,0.9191,1,клиент не отвечает
120,50,KZN,31658.17,3046.87,web,risk,2024-08-07,false,0.103,1,документы на проверке
121,35,NSK,30666.06,5002.37,web,sales,2025-02-27,false,0.4177,0,заявка принята
122,35,ROV,25711.95,12044.85,web,support,2024-11-24,true,0.4211,1,заявка принята
123,32,EKB,38803.75,800.14,web,risk,2024-01-10,true,0.403,0,перевод в другой отдел
124,30,NSK,57873.63,2357.23,web,ops,2024-07-09,false,1.0384,1,перевод в другой отдел
125,19,MSK,60739.66,5913.2,offline,support,2024-11-27,true,0.3849,1,перевод в другой отдел
126,28,MSK,70657.59,2667.85,web,support,2025-11-14,false,0.6408,0,повторное обращение
127,26,KZN,49826.07,9997.83,mobile,support,2024-05-16,false,0.6291,0,
128,49,EKB,182562.98,29041.45,mobile,sales,2025-06-24,true,0.4978,1,документы на проверке
129,55,ROV,62170.68,10631.99,partner,support,2024-04-03,false,0.7292,1,заявка принята
130,24,SPB,50658.81,7385.68,web,sales,2025-08-15,false,0.5723,0,перевод в другой отдел
131,33,MSK,131908.28,3114.0,offline,support,2025-01-18,false,0.2961,1,клиент не отвечает
132,55,SPB,80921.67,6142.99,web,support,2025-06-25,true,0.2235,1,заявка принята
133,39,SPB,53914.47,2235.32,offline,support,2024-07-12,true,0.0116,1,заявка принята
134,42,EKB,79434.21,3732.43,mobile,support,2024-05-23,false,0.3353,0,повторное обращение
135,45,SPB,74447.38,3237.13,web,support,2024-11-03,true,0.2427,1,
136,31,MSK,73031.51,4966.9,web,ops,2024-11-03,false,0.3033,0,повторное обращение
137,43,EKB,134986.62,2291.0,web,support,2025-10-24,false,0.3865,1,перевод в другой отдел
138,54,MSK,87130.68,8363.32,partner,support,2024-08-01,false,0.6686,1,перевод в другой отдел
139,40,ROV,58461.74,5324.74,web,support,2024-10-16,false,0.5016,1,перевод в другой отдел
140,36,SPB,130382.58,3285.34,web,support,2024-01-17,false,0.7253,0,перевод в другой отдел
141,44,SPB,59770.37,6257.82,web,ops,2025-04-16,false,0.6417,1,повторное обращение
142,47,MSK,68024.52,1156.1,web,sales,2024-01-10,false,0.6844,0,перевод в другой отдел
143,53,ROV,62751.53,4763.61,offline,ops,2024-04-19,true,0.6051,0,повторное обращение
144,43,KZN,51996.83,3306.07,partner,support,2025-12-01,true,0.7156,1,
145,55,MSK,48968.39,8363.04,mobile,sales,2025-03-20,false,0.4964,1,документы на проверке
146,70,KZN,87616.81,6321.61,web,sales,2024-11-18,true,0.441,0,документы на проверке
147,51,KZN,40341.89,8167.95,partner,risk,2024-05-23,true,0.7726,1,документы на проверке
148,37,MSK,23834.92,6544.86,web,risk,2025-10-11,false,0.3442,0,клиент не отвечает
149,40,SPB,67428.38,7556.12,web,support,2024-03-25,false,0.7363,0,
150,39,SPB,49088.04,3590.98,web,ops,2024-01-27,true,0.4082,0,документы на проверке
151,29,SPB,53898.21,2138.22,web,support,2024-11-04,true,0.4179,1,заявка принята
152,42,MSK,87186.45,5975.04,offline,support,2024-01-07,false,0.6355,1,документы на проверке
153,20,SPB,132622.39,5351.77,web,support,2024-11-17,false,0.7555,1,перевод в другой отдел
154,33,SPB,42019.94,9095.32,offline,sales,2025-08-29,true,0.778,0,
155,38,EKB,17482.93,5859.28,mobile,risk,2024-09-15,false,0.4682,0,клиент не отвечает
156,70,SPB,64295.85,7915.18,partner,risk,2024-04-21,false,0.7568,0,повторное обращение
157,35,ROV,42270.59,13660.04,web,sales,2024-09-21,true,0.4668,0,клиент не отвечает
158,28,EKB,58631.36,23981.64,mobile,risk,2024-12-17,true,0.6527,1,документы на проверке
159,24,SPB,47954.7,7194.49,partner,risk,2025-11-24,true,0.5319,0,документы на проверке
160,41,NSK,40676.54,1333.33,mobile,ops,2024-01-30,true,0.6046,1,клиент не отвечает
161,28,EKB,185641.07,8332.39,web,risk,2025-04-13,false,0.4122,0,документы на проверке
162,48,SPB,35931.41,4146.87,web,risk,2025-11-19,true,0.4768,0,повторное обращение
163,35,EKB,55196.42,3655.51,web,support,2025-05-16,true,0.6176,0,перевод в другой отдел
164,47,KZN,58900.07,3092.39,mobile,ops,2025-05-18,false,0.3004,1,клиент не отвечает
165,45,KZN,26193.31,6608.6,web,ops,2025-08-09,false,0.7117,0,документы на проверке
166,39,EKB,186954.21,4000.18,partner,sales,2024-04-30,true,0.4629,1,повторное обращение
167,43,SPB,68634.51,2382.57,web,support,2025-08-06,false,0.2875,0,документы на проверке
168,27,EKB,28453.18,29436.87,mobile,ops,2024-05-25,false,0.4716,1,
169,26,NSK,29127.62,18172.12,partner,ops,2024-03-05,false,0.6113,1,повторное обращение
170,59,SPB,39733.44,12841.85,mobile,sales,2024-06-10,true,0.4432,0,клиент не отвечает
171,43,MSK,34160.36,2577.67,mobile,support,2025-02-09,true,0.7727,0,клиент не отвечает
172,27,MSK,39848.87,19298.25,web,ops,2025-05-04,false,0.2773,0,заявка принята
173,37,SPB,76918.61,4638.88,mobile,support,2024-12-25,true,0.4269,1,клиент не отвечает
174,28,MSK,42101.81,7235.8,web,ops,2024-05-23,true,0.3804,1,повторное обращение
175,22,NSK,175278.07,6071.15,mobile,support,2024-10-29,true,0.4298,1,клиент не отвечает
176,31,NSK,50296.51,1695.15,mobile,ops,2025-07-13,false,0.5979,1,заявка принята
177,42,MSK,60795.21,4458.03,mobile,ops,2025-10-17,true,0.517,0,перевод в другой отдел
178,42,ROV,38596.93,7339.42,mobile,sales,2025-03-23,true,0.5466,1,заявка принята
179,38,MSK,70576.89,2876.18,web,risk,2025-01-15,false,0.9191,0,
180,53,MSK,48584.91,8851.26,mobile,sales,2025-04-11,true,0.3076,1,клиент не отвечает
181,42,MSK,169020.21,428.31,partner,support,2025-07-20,false,0.4259,0,повторное обращение
182,32,EKB,33614.32,4575.93,offline,support,2025-06-12,false,0.6781,0,заявка принята
183,55,EKB,31161.19,3449.73,web,risk,2025-04-20,false,0.258,0,повторное обращение
184,36,KZN,66031.38,1738.45,web,ops,2024-04-16,true,0.285,1,клиент не отвечает
185,33,ROV,121734.77,6899.97,web,sales,2025-06-01,false,0.5132,0,заявка принята
186,34,EKB,18059.26,11651.64,web,risk,2025-04-08,true,0.4748,1,повторное обращение
187,51,MSK,56214.84,1976.09,mobile,support,2024-11-11,true,0.743,1,заявка принята
188,48,KZN,50892.05,2600.99,partner,sales,2024-09-23,true,0.7391,1,заявка принята
189,60,NSK,79766.54,2764.7,offline,ops,2025-10-07,true,0.4052,1,документы на проверке
190,18,MSK,28786.38,7097.42,offline,risk,2024-02-13,true,0.3029,0,повторное обращение
191,49,EKB,50239.27,499.67,partner,risk,2025-04-01,true,0.422,1,документы на проверке
192,31,MSK,62711.64,3132.8,offline,support,2025-10-07,true,0.418,0,клиент не отвечает
193,40,NSK,121949.69,3689.43,partner,risk,2024-01-31,false,0.3436,0,заявка принята
194,42,SPB,45580.38,2818.57,partner,sales,2025-08-12,false,0.3203,0,перевод в другой отдел
195,72,MSK,32988.82,2766.91,offline,risk,2025-07-30,false,0.2898,0,документы на проверке
196,32,MSK,35978.14,2776.08,web,support,2024-03-01,true,0.7048,1,заявка принята
197,51,ROV,112102.89,2030.03,partner,support,2025-03-23,false,0.2163,0,
198,30,NSK,69678.49,15129.24,web,ops,2024-10-28,true,0.7673,1,
199,49,ROV,34507.93,6917.99,partner,risk,2025-10-13,true,0.4532,0,
200,28,SPB,,1213.69,mobile,risk,2024-04-20,true,0.255,1,клиент не отвечает
201,26,MSK,99186.25,1637.11,web,support,2025-04-07,true,0.5811,0,перевод в другой отдел
202,47,MSK,89015.17,11979.78,offline,ops,2025-03-17,true,0.5276,0,документы на проверке
203,43,MSK,24879.64,13746.25,web,risk,2024-10-31,true,0.4428,1,клиент не отвечает
204,18,MSK,54829.05,7755.83,web,support,2024-01-27,false,0.3599,0,заявка принята
205,32,KZN,94924.29,6111.29,web,risk,2025-01-13,true,0.5247,1,перевод в другой отдел
206,29,KZN,22339.37,838.94,web,ops,2025-07-20,false,0.562,0,документы на проверке
207,25,KZN,111866.64,8028.22,web,support,2025-04-04,true,0.6191,0,повторное обращение
208,40,SPB,115593.89,3446.67,mobile,risk,2025-06-16,true,0.4227,1,
209,27,SPB,28787.2,16874.26,partner,sales,2025-07-02,false,0.3571,1,перевод в другой отдел
210,27,NSK,47810.0,7235.71,mobile,sales,2024-12-05,true,0.6492,1,
211,28,SPB,86297.2,2607.81,mobile,ops,2024-10-02,true,0.5321,1,повторное обращение
212,18,SPB,61243.16,2430.55,partner,sales,2024-07-16,true,0.6526,0,заявка принята
213,38,ROV,19960.79,4533.72,web,sales,2024-09-04,false,0.7088,0,повторное обращение
214,51,NSK,88493.17,2687.77,mobile,support,2024-10-02,true,0.4599,0,
215,64,NSK,87271.88,3760.45,web,risk,2024-09-15,false,0.5322,1,
216,21,NSK,,12862.69,web,risk,2025-12-01,true,0.4775,1,перевод в другой отдел
217,55,KZN,48872.5,6663.62,mobile,support,2025-11-02,false,0.4912,0,перевод в другой отдел
218,48,EKB,37446.39,9018.07,web,ops,2025-06-03,true,0.4088,1,
219,43,MSK,20329.69,6916.71,web,risk,2024-08-15,false,0.4303,0,клиент не отвечает
220,40,MSK,105766.43,14876.39,mobile,sales,2024-07-18,false,0.3531,1,документы на проверке
221,36,KZN,38749.61,12333.16,partner,ops,2024-11-19,true,0.5673,0,заявка принята
222,21,MSK,78392.04,9055.63,mobile,sales,2025-09-21,false,0.5298,0,клиент не отвечает
223,25,MSK,61519.24,3336.21,partner,risk,2024-03-07,false,0.5984,0,перевод в другой отдел
224,24,NSK,72038.7,6707.87,web,ops,2024-08-21,true,0.5696,0,повторное обращение
225,36,MSK,68469.25,8905.25,web,sales,2025-11-08,true,0.2709,0,заявка принята
226,33,SPB,58341.39,9178.56,web,risk,2025-11-08,false,0.3363,1,документы на проверке
227,32,KZN,74064.44,2652.3,mobile,risk,2025-01-01,false,0.4498,0,повторное обращение
228,51,MSK,142741.25,4713.16,web,sales,2025-10-21,false,0.5617,1,перевод в другой отдел
229,32,MSK,24210.81,1663.84,partner,sales,2024-01-10,true,0.5284,0,перевод в другой отдел
230,29,NSK,38026.55,10629.04,mobile,ops,2025-03-07,true,0.6607,1,заявка принята
231,51,ROV,57845.13,3574.76,partner,risk,2025-12-01,true,0.7244,0,клиент не отвечает
232,43,SPB,44436.7,10632.96,mobile,support,2025-06-15,true,0.4677,1,клиент не отвечает
233,33,SPB,32419.92,1411.27,web,support,2024-10-11,true,0.3943,1,документы на проверке
234,30,MSK,95627.87,10776.07,web,sales,2025-10-31,false,0.3667,1,клиент не отвечает
235,52,KZN,128612.6,6569.34,partner,risk,2024-02-25,false,0.5607,1,перевод в другой отдел
236,22,SPB,73794.39,7025.5,offline,risk,2025-10-10,false,0.4176,1,документы на проверке
237,19,MSK,20146.12,6250.97,offline,support,2024-05-03,false,0.4714,0,повторное обращение
238,18,EKB,22029.23,13716.55,mobile,ops,2025-11-05,true,0.5937,1,клиент не отвечает
239,57,NSK,157222.1,6115.46,mobile,support,2025-01-31,false,0.518,0,документы на проверке
240,47,NSK,41829.36,3276.24,mobile,support,2025-02-26,false,0.3829,0,
241,28,EKB,44055.64,11371.36,mobile,support,2025-05-30,false,0.4638,0,
242,46,SPB,76583.66,37977.59,mobile,risk,2024-01-14,true,0.6213,1,клиент не отвечает
243,48,MSK,39827.51,527.76,web,risk,2025-07-08,false,0.7222,0,заявка принята
244,24,NSK,73607.2,4787.59,web,risk,2025-01-25,false,0.33,0,документы на проверке
245,56,MSK,104311.63,1589.95,web,risk,2024-07-17,true,0.6085,0,
246,65,EKB,34662.5,3024.13,mobile,risk,2024-12-04,true,0.718,0,заявка принята
247,44,MSK,80281.31,4314.14,mobile,risk,2024-11-21,true,0.6407,0,документы на проверке
248,50,SPB,38199.33,2468.04,offline,risk,2024-08-11,false,0.5987,1,документы на проверке
249,53,MSK,36754.32,6713.49,offline,sales,2025-01-25,true,0.0562,1,клиент не отвечает
250,37,MSK,96539.91,4552.18,mobile,risk,2024-11-24,true,0.7986,0,повторное обращение
251,58,NSK,30650.03,1272.48,partner,sales,2025-07-04,false,0.455,0,
252,39,EKB,72645.52,3083.16,web,support,2025-02-21,false,0.4464,1,клиент не отвечает
253,33,MSK,,6140.94,offline,sales,2025-01-01,true,0.6735,0,перевод в другой отдел
254,40,MSK,54809.63,6763.83,partner,support,2025-02-04,false,0.3616,0,
255,49,ROV,81944.01,17705.15,web,support,2024-02-12,false,0.7229,0,документы на проверке
256,33,MSK,76562.15,2437.32,web,risk,2024-04-27,true,0.4877,0,документы на проверке
257,23,MSK,58899.02,1011.3,web,sales,2025-09-26,true,0.5648,1,перевод в другой отдел
258,27,NSK,30080.17,2293.5,partner,support,2024-10-10,true,0.5242,1,
259,35,SPB,41267.02,1434.84,web,risk,2025-07-05,true,0.143,0,
260,40,SPB,67378.53,16627.46,partner,risk,2025-10-31,false,0.5259,1,клиент не отвечает
261,41,EKB,56283.46,3345.79,web,support,2025-06-10,true,0.8152,0,повторное обращение
262,23,KZN,43792.54,1478.14,offline,risk,2025-04-25,true,0.4158,1,заявка принята
263,48,EKB,38347.36,1221.12,web,risk,2025-06-13,true,0.4906,0,документы на проверке
264,19,SPB,107480.44,2072.82,web,risk,2024-06-02,false,0.6951,0,документы на проверке
265,36,MSK,86196.48,4286.23,web,support,2024-01-23,true,0.4216,1,документы на проверке
266,32,SPB,41633.24,14756.97,partner,ops,2025-11-08,true,0.4569,0,повторное обращение
267,18,KZN,121774.15,1233.04,offline,risk,2024-12-16,true,0.6874,0,повторное обращение
268,33,MSK,121778.82,13637.38,mobile,sales,2025-05-08,true,0.5764,0,
269,29,SPB,61894.89,31935.18,partner,ops,2025-08-26,true,0.3337,1,клиент не отвечает
270,47,MSK,54359.6,17380.62,mobile,sales,2025-01-19,false,0.6628,0,клиент не отвечает
271,33,NSK,101541.22,3447.72,mobile,ops,2025-02-27,false,0.5895,0,повторное обращение
272,27,MSK,38050.85,10581.2,web,ops,2024-04-12,false,0.6767,0,перевод в другой отдел
273,43,EKB,46108.93,4034.89,web,sales,2024-09-26,true,0.2742,0,документы на проверке
274,49,ROV,63734.18,52277.44,web,support,2025-03-25,false,0.5517,1,повторное обращение
275,53,SPB,86755.67,3141.1,mobile,sales,2024-04-02,false,0.561,0,перевод в другой отдел
276,47,NSK,142498.59,2558.02,web,sales,2025-05-30,true,0.4769,0,документы на проверке
277,61,KZN,75776.83,4004.89,web,sales,2024-04-29,false,0.4112,1,
278,40,EKB,53310.09,5237.21,web,risk,2024-10-21,false,0.3867,0,заявка принята
279,30,SPB,64690.53,882.27,web,support,2024-09-28,true,0.4721,0,повторное обращение
280,43,EKB,59496.11,9504.93,partner,risk,2025-08-11,false,0.3654,1,повторное обращение
281,64,MSK,64185.03,9772.34,partner,sales,2025-02-07,true,0.4708,1,клиент не отвечает
282,56,SPB,66370.55,5481.18,mobile,risk,2024-10-02,false,0.469,0,перевод в другой отдел
283,43,SPB,49361.4,3797.98,partner,support,2024-10-03,false,0.683,0,клиент не отвечает
284,45,EKB,28942.04,6533.97,web,risk,2024-11-03,true,0.8146,1,клиент не отвечает
285,43,MSK,79493.41,2883.46,mobile,risk,2024-01-21,false,0.5726,1,
286,45,NSK,40933.65,4166.6,web,sales,2025-09-20,true,0.4825,1,повторное обращение
287,20,SPB,24859.69,1844.49,web,risk,2025-10-30,false,0.1904,1,документы на проверке
288,32,SPB,45064.99,13230.1,mobile,support,2024-05-08,false,0.3971,0,
289,36,MSK,62484.24,2437.07,mobile,sales,2024-09-25,true,0.44,0,
290,48,MSK,56624.1,4648.27,partner,sales,2024-11-29,false,0.4354,1,документы на проверке
291,51,MSK,65014.18,3506.84,mobile,ops,2024-12-21,true,0.4197,1,заявка принята
292,27,MSK,94361.04,4261.48,web,ops,2024-11-02,false,0.5714,1,перевод в другой отдел
293,20,NSK,107189.82,1333.93,web,ops,2024-08-13,false,0.3261,1,
294,39,ROV,74712.84,25432.77,web,ops,2024-03-11,false,0.8155,0,заявка принята
295,27,MSK,26089.27,2751.41,mobile,risk,2025-03-24,true,0.3208,0,заявка принята
296,46,SPB,51567.8,1003.18,partner,support,2024-09-29,true,0.6804,0,документы на проверке
297,30,KZN,82509.81,7259.03,web,ops,2024-02-04,true,0.5319,0,документы на проверке
298,33,SPB,128915.31,4805.48,web,ops,2024-07-22,true,0.4037,1,
299,39,NSK,40370.25,9334.06,web,support,2024-04-01,false,0.5963,1,заявка принята
300,33,ROV,33338.17,1596.51,web,sales,2025-05-14,false,0.3595,0,клиент не отвечает
301,37,SPB,89493.29,4989.14,mobile,support,2024-11-27,false,0.4728,1,документы на проверке
